order,machine,gt
• date137 item6206 99504 0 7,"• machine33 6.17
• machine32 10.11
• machine14 5.3","• machine14 3
• machine32 2
• machine33 2"
• date137 item6278 6498 1 3,• machine21 1.54,• machine21 3
• date137 item6301 35875 0 52,"• machine21 6.32
• machine05 7.0
• machine35 6.5
• machine14 6.54
• machine08 7.07
• machine09 7.34
• machine34 6.17
• machine32 7.0","• machine05 7
• machine08 3
• machine09 9
• machine14 2
• machine21 11
• machine32 6
• machine34 8
• machine35 6"
• date137 item6370 145749 0 17,"• machine17 25.0
• machine33 5.67
• machine19 20.0
• machine06 10.5
• machine32 18.76
• machine20 27.57
• machine05 16.38
• machine18 14.0","• machine05 3
• machine06 2
• machine17 1
• machine18 3
• machine19 3
• machine32 3
• machine33 3"
• date138 item101 6498 0 1,• machine29 2.64,• machine29 1
• date138 item1160 179208 0 32,"• machine23 10.92
• machine14 10.3
• machine09 12.3","• machine09 10
• machine14 11
• machine23 10"
• date138 item1497 113012 0 26,"• machine22 6.4
• machine29 15.93
• machine10 5.5","• machine10 14
• machine22 4
• machine29 9"
• date138 item1705 179208 0 58,"• machine20 20.0
• machine05 21.0
• machine19 17.0","• machine05 12
• machine19 25
• machine20 21"
• date138 item1741 179208 0 17,"• machine03 14.0
• machine19 12.38
• machine06 27.0","• machine03 7
• machine06 6
• machine19 4"
• date138 item1816 52115 0 3,• machine23 6.0,• machine23 3
• date138 item1882 6498 0 6,• machine08 3.37,• machine08 6
• date138 item2003 6498 0 2,• machine23 2.0,• machine23 2
• date138 item2006 8493 0 8,• machine08 4.45,• machine08 8
• date138 item2041 29252 0 24,"• machine28 4.99
• machine08 4.19
• machine29 4.17","• machine08 7
• machine28 9
• machine29 8"
• date138 item2062 6498 0 6,• machine23 3.0,• machine23 6
• date138 item213 9195 0 20,"• machine34 4.2
• machine04 4.32
• machine31 4.04
• machine10 4.33
• machine28 4.77","• machine04 4
• machine10 4
• machine28 5
• machine31 4
• machine34 3"
• date138 item2246 179208 0 33,• machine04 33.0,• machine04 1
• date138 item2298 27256 0 3,"• machine33 4.67
• machine21 1.83
• machine08 3.38","• machine08 1
• machine21 1
• machine33 1"
• date138 item2311 179208 0 26,"• machine06 18.0
• machine20 20.0
• machine04 41.0","• machine04 2
• machine06 9
• machine20 14"
• date138 item2389 179208 1 5,• machine10 10.25,• machine10 5
• date138 item2392 106952 1 15,"• machine04 15.5
• machine10 15.5
• machine23 14.67
• machine28 15.5","• machine04 7
• machine10 4
• machine23 1
• machine28 4"
• date138 item2447 179208 0 10,• machine23 20.0,• machine23 10
• date138 item2607 8065 1 8,• machine10 4.0,• machine10 8
• date138 item2998 179208 0 59,"• machine01 10.0
• machine06 22.8
• machine16 27.0","• machine01 13
• machine06 11
• machine16 4"
• date138 item3127 52115 0 5,• machine21 5.67,• machine21 5
• date138 item3224 179208 1 89,"• machine06 45.0
• machine19 44.0","• machine06 54
• machine19 35"
• date138 item3308 179208 1 110,• machine01 55.0,• machine01 110
• date138 item3423 6498 0 1,• machine10 2.0,• machine10 1
• date138 item3502 8493 0 4,• machine34 4.32,• machine34 4
• date138 item37 43177 1 192,"• machine09 8.5
• machine35 6.73
• machine10 6.83
• machine28 8.11
• machine33 9.0
• machine21 7.79
• machine14 8.1
• machine32 9.0
• machine07 7.19
• machine29 7.16
• machine08 6.49
• machine23 7.52
• machine04 8.2","• machine04 10
• machine07 13
• machine08 11
• machine09 10
• machine10 22
• machine14 12
• machine21 18
• machine23 12
• machine28 11
• machine29 19
• machine32 9
• machine33 25
• machine35 20"
• date138 item391 6332 0 2,"• machine21 3.28
• machine22 3.17
• machine30 2.61
• machine35 2.5","• machine21 1
• machine22 1"
• date138 item4059 6498 0 3,• machine31 3.39,• machine31 3
• date138 item4237 99504 0 7,"• machine10 3.32
• machine29 12.95
• machine30 5.3","• machine10 3
• machine29 3
• machine30 2"
• date138 item4267 27256 0 2,"• machine30 5.18
• machine22 1.0
• machine29 1.0",• machine30 1
• date138 item4363 6557 0 40,"• machine08 2.37
• machine14 3.0
• machine09 1.55
• machine23 1.5
• machine30 2.19
• machine10 3.17
• machine28 2.47
• machine21 1.96
• machine22 3.2
• machine29 2.67","• machine08 5
• machine09 5
• machine10 7
• machine14 2
• machine21 6
• machine22 4
• machine23 2
• machine28 3
• machine29 3
• machine30 2"
• date138 item4383 109155 0 280,"• machine16 7.0
• machine05 32.0
• machine19 18.24
• machine01 23.67
• machine03 15.5
• machine06 23.4
• machine20 22.34","• machine01 19
• machine03 22
• machine05 15
• machine06 17
• machine16 11
• machine19 6
• machine20 24"
• date138 item4600 6332 1 3,"• machine08 3.57
• machine21 2.5
• machine09 4.24
• machine33 3.79","• machine08 1
• machine09 1
• machine21 1"
• date138 item4640 6498 0 1,"• machine21 1.33
• machine23 1.0",• machine21 1
• date138 item4664 52115 0 6,"• machine33 7.28
• machine32 6.33","• machine32 2
• machine33 4"
• date138 item476 40311 0 43,"• machine14 9.2
• machine08 8.5
• machine35 10.0
• machine09 9.83
• machine07 7.53","• machine07 5
• machine08 4
• machine09 13
• machine14 14
• machine35 7"
• date138 item4791 15015 0 44,"• machine09 5.41
• machine10 5.74
• machine28 5.47
• machine29 7.23","• machine09 10
• machine10 4
• machine28 25
• machine29 5"
• date138 item4900 179208 0 79,• machine06 79.0,• machine06 79
• date138 item4945 27256 0 7,"• machine09 2.67
• machine10 2.79
• machine28 3.0","• machine09 5
• machine10 1
• machine28 1"
• date138 item5024 6498 0 8,"• machine23 1.07
• machine29 3.09","• machine23 3
• machine29 5"
• date138 item5086 179208 1 122,"• machine06 30.0
• machine19 31.1","• machine06 81
• machine19 41"
• date138 item5289 179208 0 112,"• machine06 36.33
• machine16 10.0
• machine19 10.5","• machine06 18
• machine16 4
• machine19 30"
• date138 item5404 6498 0 1,• machine14 0.94,• machine14 1
• date138 item5454 6498 0 2,• machine23 1.42,• machine23 2
• date138 item5587 6498 0 2,"• machine23 2.72
• machine28 2.16","• machine23 1
• machine28 1"
• date138 item583 179208 0 25,"• machine01 13.0
• machine20 12.32","• machine01 10
• machine20 15"
• date138 item59 6498 1 1,• machine21 1.67,• machine21 1
• date138 item5928 98424 0 134,"• machine32 21.78
• machine28 22.09
• machine21 10.93
• machine14 11.75
• machine20 19.0
• machine01 14.5
• machine30 4.57
• machine04 11.65
• machine08 4.32
• machine10 13.27
• machine22 5.47","• machine01 8
• machine04 8
• machine08 9
• machine10 9
• machine14 9
• machine20 2
• machine21 5
• machine22 8
• machine28 3
• machine30 5
• machine32 7"
• date138 item5953 109155 1 13,"• machine33 13.92
• machine32 11.27
• machine05 13.5
• machine18 15.0
• machine01 13.33
• machine16 13.0
• machine20 12.86","• machine16 2
• machine18 5
• machine20 2
• machine32 3
• machine33 1"
• date138 item5984 179208 0 29,• machine05 58.42,• machine05 29
• date138 item6148 179208 0 18,"• machine20 19.75
• machine06 20.71
• machine05 16.18","• machine05 2
• machine06 2
• machine20 3"
• date138 item6211 104092 1 34,"• machine06 43.0
• machine19 41.42
• machine01 40.0
• machine16 43.0
• machine32 3.75","• machine01 3
• machine06 1
• machine16 2
• machine19 3
• machine32 24"
• date138 item6467 39310 0 66,"• machine20 5.83
• machine04 6.57
• machine08 10.8
• machine09 7.55
• machine05 5.0","• machine04 21
• machine05 7
• machine08 21
• machine09 9
• machine20 8"
• date138 item6521 179208 0 10,• machine01 20.0,• machine01 10
• date138 item658 43937 0 64,"• machine32 7.25
• machine03 12.6
• machine19 11.72
• machine01 2.0","• machine01 1
• machine03 19
• machine19 23
• machine32 20"
• date139 item09 27271 0 5,"• machine21 4.41
• machine08 4.73
• machine04 4.47
• machine14 4.47
• machine05 7.0
• machine29 6.65
• machine33 5.78
• machine09 4.3
• machine10 3.5
• machine32 5.65
• machine23 5.57
• machine30 4.85","• machine05 1
• machine08 1
• machine09 1
• machine10 1
• machine21 1"
• date139 item102 8416 0 15,"• machine30 2.6
• machine23 2.62
• machine08 2.7
• machine09 2.09
• machine28 2.17
• machine21 2.38
• machine22 3.73","• machine08 3
• machine09 4
• machine21 1
• machine22 3
• machine23 1
• machine28 2
• machine30 1"
• date139 item1033 25840 1 103,"• machine35 9.65
• machine14 9.63
• machine07 12.07
• machine28 11.54
• machine08 8.5
• machine10 10.0
• machine09 13.23
• machine33 9.95
• machine34 2.42
• machine23 10.82
• machine01 1.0
• machine21 9.81","• machine01 10
• machine07 9
• machine08 2
• machine09 2
• machine10 10
• machine14 11
• machine21 6
• machine23 6
• machine28 10
• machine33 11
• machine34 12
• machine35 14"
• date139 item1340 27256 0 7,"• machine34 3.5
• machine28 2.75
• machine10 2.0","• machine10 3
• machine28 2
• machine34 2"
• date139 item1405 104092 0 184,"• machine23 30.13
• machine04 30.0
• machine01 5.75
• machine14 15.63
• machine08 12.12","• machine01 5
• machine04 13
• machine08 5
• machine14 7
• machine23 4"
• date139 item1479 8416 0 1,"• machine29 1.83
• machine10 2.16
• machine09 1.59
• machine23 0.53
• machine22 0.75
• machine30 1.99
• machine21 1.08",
• date139 item1642 77242 0 3,• machine08 7.0,
• date139 item1661 6498 0 1,• machine23 2.41,• machine23 1
• date139 item1732 179208 0 26,• machine23 26.0,
• date139 item1758 481190 0 280,"• machine06 70.0
• machine19 70.0","• machine06 209
• machine19 71"
• date139 item2259 6498 0 1,• machine21 1.0,• machine21 1
• date139 item2407 179208 0 10,• machine21 20.5,• machine21 1
• date139 item2760 179208 0 34,• machine32 17.0,• machine32 34
• date139 item2819 7149 0 7,• machine23 3.77,• machine23 2
• date139 item2965 6498 1 1,• machine21 2.25,• machine21 1
• date139 item3013 52115 0 3,• machine08 6.83,• machine08 3
• date139 item31 6332 0 1,"• machine23 1.83
• machine22 1.95
• machine14 1.22
• machine21 1.67",
• date139 item3162 6498 0 4,• machine28 2.09,• machine28 4
• date139 item3290 179208 0 22,"• machine10 11.51
• machine21 11.32","• machine10 1
• machine21 1"
• date139 item3521 179208 1 22,• machine23 11.0,• machine23 22
• date139 item3677 102669 1 24,"• machine10 7.83
• machine28 8.67
• machine21 9.83","• machine10 9
• machine21 5
• machine28 10"
• date139 item3708 6498 0 2,"• machine10 2.32
• machine28 2.14","• machine10 1
• machine28 1"
• date139 item3752 6498 0 2,• machine34 2.33,• machine34 1
• date139 item382 6516 0 1,"• machine30 0.57
• machine31 0.73
• machine12 0.97
• machine08 0.89
• machine21 0.5",
• date139 item4117 8844 0 16,"• machine04 4.0
• machine21 5.84
• machine10 3.0
• machine23 4.33","• machine04 1
• machine10 1
• machine21 1
• machine23 1"
• date139 item4140 9195 0 40,"• machine22 4.32
• machine28 4.33
• machine30 4.45
• machine21 4.32
• machine14 4.6","• machine14 3
• machine21 4
• machine22 22
• machine28 8
• machine30 4"
• date139 item42 6498 0 3,"• machine33 4.0
• machine08 3.06",• machine08 2
• date139 item4260 27256 0 2,"• machine28 3.82
• machine21 1.58
• machine08 3.22","• machine21 1
• machine28 1"
• date139 item4300 179208 0 53,"• machine06 49.44
• machine16 55.0
• machine19 55.55","• machine06 14
• machine16 18
• machine19 21"
• date139 item4307 179208 1 19,• machine10 19.67,• machine10 5
• date139 item4430 179208 1 30,"• machine21 9.5
• machine04 11.5
• machine10 10.67","• machine04 4
• machine10 14
• machine21 12"
• date139 item45 179208 1 63,"• machine08 20.68
• machine09 20.77
• machine04 23.01","• machine04 23
• machine08 19
• machine09 20"
• date139 item4520 6498 0 8,"• machine29 2.49
• machine23 2.25","• machine23 2
• machine29 6"
• date139 item4566 8416 0 14,"• machine08 2.59
• machine09 1.5
• machine10 3.25
• machine22 1.0
• machine30 3.22
• machine23 3.72
• machine21 1.5","• machine08 1
• machine09 2
• machine10 3
• machine21 3
• machine23 1
• machine30 3"
• date139 item4588 6498 0 1,• machine23 0.5,• machine23 1
• date139 item4666 6516 0 30,"• machine29 3.97
• machine08 4.34
• machine21 2.53
• machine23 4.0
• machine35 2.58","• machine08 10
• machine21 6
• machine23 2
• machine29 4
• machine35 8"
• date139 item472 6498 0 1,• machine31 3.0,• machine31 1
• date139 item4852 35875 0 6,"• machine29 6.3
• machine08 7.71
• machine21 4.83
• machine30 7.9
• machine28 5.5
• machine14 6.29
• machine10 6.34
• machine09 6.6","• machine10 2
• machine21 1
• machine28 1
• machine29 1
• machine30 1"
• date139 item4956 41210 0 45,"• machine07 5.0
• machine32 12.5
• machine08 5.84
• machine21 5.73
• machine33 7.59
• machine23 5.0
• machine09 6.83","• machine09 1
• machine21 3
• machine23 2
• machine32 3"
• date139 item5177 179208 0 150,"• machine06 45.0
• machine19 30.5","• machine06 72
• machine19 19"
• date139 item5179 179208 1 24,• machine20 12.26,• machine20 24
• date139 item5190 106952 1 108,"• machine06 16.5
• machine01 35.0
• machine32 14.0
• machine19 22.0","• machine01 1
• machine06 21
• machine19 18
• machine32 47"
• date139 item538 41077 0 8,"• machine22 7.15
• machine07 8.7
• machine21 7.6
• machine04 9.82
• machine20 6.74
• machine31 9.0","• machine04 1
• machine07 3
• machine20 2
• machine22 1
• machine31 1"
• date139 item5406 6498 0 3,• machine28 3.32,• machine28 3
• date139 item5429 6498 0 1,• machine14 2.75,• machine14 1
• date139 item5764 11094 0 29,"• machine08 4.14
• machine10 5.0
• machine21 5.58
• machine23 4.56
• machine22 4.78
• machine28 4.12
• machine09 3.92","• machine08 6
• machine09 4
• machine10 3
• machine21 7
• machine22 4
• machine28 6"
• date139 item5801 145749 0 78,"• machine08 5.02
• machine23 5.0
• machine33 45.0
• machine28 5.09
• machine10 5.33
• machine14 4.63
• machine09 5.5
• machine21 4.73","• machine08 2
• machine09 5
• machine10 5
• machine23 4
• machine28 5
• machine33 5"
