order,gt
date284 item3159 33960 0 44,machine05 14 • machine08 3 • machine10 11 • machine14 3 • machine20 3 • machine21 1 • machine23 2 • machine28 7
date060 item3062 81204 1 4,machine23 4
date122 item2569 12881 1 9,machine28 9
date136 item3339 179208 0 32,machine06 32
date016 item56 27256 0 10,machine25 1 • machine28 5 • machine29 5
date032 item880 101291 1 9,machine33 9
date330 item5078 179208 0 19,machine05 11 • machine18 6 • machine32 3
date356 item2084 179208 0 23,machine05 23
date022 item6315 104092 0 180,machine04 33 • machine05 27 • machine20 42 • machine21 43 • machine28 35
date255 item1836 106952 0 732,machine06 230 • machine16 41 • machine17 71 • machine19 390
date196 item2151 8493 0 16,machine08 5 • machine33 11
date342 item5853 8767 1 19,machine09 3 • machine21 8 • machine22 3 • machine23 5
date225 item3972 6498 0 2,machine22 2
date292 item6004 11094 0 58,machine01 2 • machine10 11 • machine21 8 • machine28 7 • machine29 11 • machine30 14 • machine31 6
date075 item4320 104092 0 159,machine01 32 • machine03 31 • machine06 20 • machine16 16 • machine17 21 • machine19 39
date253 item4193 104092 0 112,machine05 11 • machine08 23 • machine21 13 • machine29 30 • machine30 34
date144 item4734 179208 1 119,machine06 119
date003 item5488 6498 1 2,machine09 2
date057 item3747 104092 0 32,machine01 6 • machine03 5 • machine06 3 • machine16 3 • machine17 7 • machine19 7
date246 item4393 81204 0 32,machine21 16 • machine22 16
date028 item1599 103554 1 19,machine32 10 • machine33 9
date063 item631 8844 0 4,machine28 3 • machine35 1
date140 item5244 103554 0 36,machine04 18 • machine05 18
date048 item2675 6332 0 16,machine08 6 • machine10 6 • machine28 4
date218 item6217 6498 0 3,machine14 3
date066 item569 8493 0 2,machine28 2
date348 item2080 179208 0 60,machine19 60
date021 item6580 179208 1 11,machine05 6 • machine20 2 • machine33 3
date192 item588 8065 1 2,machine09 2
date195 item4208 6498 0 3,machine30 3
date051 item6050 8065 0 4,machine07 1 • machine23 3
date082 item4658 6498 0 6,machine09 2 • machine10 4
date022 item3564 6498 0 8,machine21 3 • machine23 5
date216 item2534 101291 0 19,machine09 11 • machine23 8
date057 item3033 6498 1 5,machine10 3 • machine28 2
date341 item600 18691 0 5,machine10 3 • machine28 2
date277 item3411 6498 0 1,machine10 1
date091 item6291 6498 1 1,machine21 1
date319 item851 179208 0 24,machine01 10 • machine05 6 • machine20 8
date301 item1919 179208 0 40,machine32 40
date097 item3410 6498 0 4,machine10 4
date040 item1790 103554 1 4,machine23 4
date354 item4041 179208 0 33,machine32 33
date168 item4094 86821 1 8,machine30 8
date338 item4553 52115 1 24,machine09 16 • machine28 8
date015 item1368 106952 0 378,machine01 137 • machine03 15 • machine16 175 • machine19 52
date270 item4434 34000 0 137,machine04 5 • machine05 8 • machine07 14 • machine10 20 • machine14 2 • machine20 25 • machine21 12 • machine28 17 • machine32 14 • machine33 21
date087 item2822 12881 0 16,machine08 8 • machine21 8
date033 item596 6498 0 2,machine09 2
date208 item3427 6498 1 4,machine21 4
date037 item4964 104092 0 65,machine05 12 • machine18 24 • machine19 24 • machine20 3 • machine32 3
date163 item1023 100388 0 530,machine01 48 • machine03 54 • machine05 22 • machine06 6 • machine08 54 • machine16 27 • machine17 33 • machine18 38 • machine19 76 • machine20 11 • machine32 87 • machine33 74
date137 item4337 6498 1 2,machine22 2
date223 item3728 6498 0 1,machine34 1
date203 item194 27256 0 8,machine22 1 • machine25 4 • machine35 2
date284 item308 10156 0 16,machine09 2 • machine11 2 • machine15 2 • machine21 2 • machine22 1 • machine29 3 • machine30 1 • machine31 2 • machine34 1
date014 item5163 109155 0 196,machine03 10 • machine05 43 • machine06 30 • machine16 12 • machine17 33 • machine20 28 • machine33 39
date040 item6148 179208 0 55,machine05 19 • machine06 17 • machine20 19
date039 item4239 6498 1 8,machine08 3 • machine31 5
date017 item2353 6498 1 12,machine10 3 • machine23 9
date214 item3805 6516 0 16,machine08 2 • machine09 4 • machine10 2 • machine21 4 • machine30 3
date338 item3324 6498 0 4,machine32 3 • machine33 1
date069 item2065 27256 0 3,machine08 1 • machine33 2
date259 item3288 6498 0 2,machine23 2
date019 item2608 109155 1 184,machine01 35 • machine03 44 • machine05 23 • machine06 45 • machine19 13 • machine20 13 • machine32 10
date079 item2740 179208 0 21,machine04 21
date059 item5489 73747 0 30,machine08 12 • machine09 10 • machine10 8
date338 item4247 179208 1 104,machine04 24 • machine28 80
date364 item4051 105576 0 105,machine05 13 • machine10 13 • machine21 11 • machine23 19 • machine28 13 • machine29 4 • machine30 4 • machine32 14 • machine33 13
date332 item1212 43937 0 8,machine09 2 • machine10 1 • machine21 2 • machine23 3
date346 item434 86821 0 7,machine23 2 • machine35 5
date081 item1141 104092 0 13,machine04 3 • machine09 1 • machine14 1 • machine20 4 • machine21 1 • machine28 3
date250 item365 8416 0 2,nan
date004 item3244 179208 1 13,machine05 13
date091 item5070 7149 0 1,machine28 1
date293 item2682 10807 0 58,machine07 5 • machine08 9 • machine09 7 • machine10 1 • machine21 8 • machine23 4 • machine29 3 • machine32 12 • machine33 9
date354 item2266 106952 0 80,machine04 23 • machine14 17 • machine20 27 • machine32 12
date135 item5812 179208 1 32,machine20 24 • machine32 8
date286 item2278 179208 0 97,machine08 84 • machine21 13
date253 item2276 12881 0 2,machine10 2
date042 item6079 179208 0 42,machine05 41 • machine06 1
date209 item411 52115 1 5,machine04 1 • machine21 4
date027 item2934 8065 0 4,machine21 4
date056 item1434 6498 0 2,machine29 2
date201 item563 8844 0 34,machine08 19 • machine09 2 • machine21 6 • machine23 7
date116 item2668 6498 0 1,machine08 1
date165 item4172 145749 0 29,machine01 1 • machine03 1 • machine05 5 • machine06 2 • machine16 7 • machine17 7 • machine19 4 • machine20 2
date335 item3789 179208 0 62,machine05 62
date140 item429 99504 0 21,machine09 6 • machine23 1 • machine35 14
date046 item2785 6498 0 4,machine09 4
date025 item5960 6516 0 14,machine08 2 • machine09 1 • machine22 3 • machine28 3 • machine30 5
date325 item1258 179208 0 20,machine14 9 • machine21 11
date349 item5829 17118 0 88,machine09 25 • machine10 11 • machine14 16 • machine21 8 • machine22 4 • machine23 1 • machine35 23
date135 item2981 6498 0 1,machine21 1
date204 item1101 43937 0 33,machine04 24 • machine10 5 • machine23 1 • machine28 4
date237 item3920 12881 0 9,machine29 9
date061 item3154 179208 1 56,machine06 56
date154 item1188 33640 0 4,machine09 3 • machine21 1
date080 item1399 46140 0 8,machine04 1 • machine10 2 • machine14 1 • machine28 3 • machine34 1
date335 item5022 179208 1 36,machine19 36
date241 item5285 81393 0 8,machine04 1 • machine07 1 • machine09 1 • machine14 1 • machine20 1 • machine23 1 • machine34 1
date316 item4259 179208 1 21,machine20 21
date202 item1031 39325 1 162,machine07 39 • machine08 42 • machine09 10 • machine14 32 • machine22 1 • machine23 5 • machine28 11 • machine30 5 • machine31 17
date214 item4104 179208 0 64,machine06 64
date092 item4980 27256 0 12,machine08 1 • machine28 9 • machine30 2
date042 item5391 6498 0 2,machine23 2
date187 item838 179208 0 276,machine06 193 • machine19 83
date009 item1798 179208 0 5,machine33 5
date238 item2597 179208 0 56,machine01 56
date048 item3874 15483 0 4,machine08 1 • machine09 1 • machine33 1
date081 item3675 86821 0 3,machine23 3
date094 item67 6498 0 1,machine24 1
date230 item1100 11941 0 54,machine04 7 • machine08 2 • machine09 9 • machine10 1 • machine21 2 • machine22 5 • machine23 9 • machine25 6 • machine28 9 • machine30 1 • machine31 4
date145 item5249 179208 0 20,machine14 20
date342 item1457 14025 0 90,machine07 5 • machine08 15 • machine09 10 • machine10 10 • machine21 9 • machine22 1 • machine23 1 • machine28 5 • machine29 1 • machine30 6 • machine31 14 • machine35 12
date262 item3371 17612 0 62,machine08 10 • machine09 17 • machine14 4 • machine21 12 • machine28 7 • machine30 13
date263 item6545 33644 0 5,machine07 1 • machine21 1 • machine29 1 • machine35 1
date263 item906 27256 0 8,machine21 4 • machine23 3 • machine28 1
date350 item4961 6516 0 28,machine08 1 • machine09 11 • machine22 2 • machine30 5 • machine31 8
date291 item832 179208 0 70,machine06 70
date291 item4774 6498 0 8,machine21 4 • machine22 4
date155 item4780 6498 0 3,machine23 2 • machine28 1
date172 item6061 103554 0 38,machine09 18 • machine29 20
date264 item987 179208 0 45,machine02 27 • machine03 4 • machine19 13
date338 item4584 13583 0 44,machine08 7 • machine09 14 • machine21 9 • machine32 1 • machine33 13
date065 item4486 27256 0 14,machine23 8 • machine29 6
date158 item5048 6498 0 1,machine23 1
date062 item505 8416 0 2,nan
date078 item4748 15015 1 25,machine09 1 • machine14 3 • machine21 10 • machine28 11
date076 item1189 34772 1 5,machine22 2 • machine24 1 • machine35 2
date248 item1342 109155 0 46,machine01 11 • machine04 3 • machine05 2 • machine13 12 • machine19 8 • machine20 6 • machine31 3
date055 item2429 52115 0 6,machine08 2 • machine21 4
date031 item2218 8493 0 8,machine08 8
date176 item956 179208 0 400,machine01 6 • machine02 25 • machine19 369
date132 item4991 27256 0 2,machine09 1
date204 item5349 12834 1 4,machine04 1 • machine07 1 • machine10 1 • machine35 1
date215 item2394 40772 1 7,machine09 2 • machine14 1 • machine21 3 • machine23 2
date276 item4455 8065 0 2,machine14 2
date003 item3258 8493 1 7,machine08 3 • machine10 4
date139 item4520 6498 0 8,machine23 4 • machine29 4
date100 item2563 104092 1 110,machine01 4 • machine03 32 • machine06 33 • machine16 5 • machine17 3 • machine19 34
date264 item4063 179208 1 13,machine28 13
date039 item139 6498 0 1,machine08 1
date182 item4183 81204 0 32,machine08 29 • machine30 3
date164 item4925 106952 1 16,machine10 4 • machine21 6 • machine28 6
date030 item2233 6498 0 3,machine21 3
date348 item1737 179208 1 7,machine20 7
date169 item5052 8493 0 4,machine28 4
date060 item4092 6498 1 1,machine30 1
date286 item5852 6332 0 8,machine14 2 • machine21 2 • machine22 3 • machine30 2
date293 item6070 6498 0 5,machine14 1 • machine29 4
date181 item3465 13583 0 44,machine08 5 • machine09 13 • machine10 1 • machine21 12 • machine28 14
date261 item4102 27256 1 5,machine09 3 • machine30 2 • machine31 1
date012 item1146 52115 0 6,machine14 6
date030 item3130 179208 0 21,machine23 21
date058 item6363 9518 0 30,machine07 4 • machine08 2 • machine09 4 • machine14 3 • machine21 1 • machine22 1 • machine23 5 • machine30 5 • machine31 2 • machine34 2 • machine35 2
date223 item3564 6498 0 2,machine21 1 • machine23 1
date348 item2914 52115 1 3,machine04 3
date211 item3566 106952 0 15,machine19 5 • machine20 1 • machine32 4 • machine33 5
date087 item2964 18691 0 10,machine31 10
date244 item2524 179208 0 46,machine20 12 • machine33 34
date217 item6403 105576 0 608,machine01 99 • machine02 77 • machine03 26 • machine05 86 • machine06 59 • machine16 76 • machine17 38 • machine19 119 • machine20 29
date219 item3026 179208 0 39,machine05 39
date348 item3749 179208 0 37,machine19 37
date008 item3677 102669 0 48,machine10 6 • machine21 24 • machine28 18
date364 item155 8065 0 3,machine09 3
date296 item1569 6516 1 1,nan
date102 item5837 179208 1 10,machine05 10
date316 item3542 101291 0 9,machine34 9
date026 item4141 109155 1 150,machine04 26 • machine09 35 • machine14 1 • machine21 29 • machine28 35 • machine29 24
date242 item5646 6498 1 2,machine22 2
date152 item5500 6332 0 3,machine09 2 • machine14 1
date296 item5821 52115 0 12,machine28 12
date308 item4283 179208 0 33,machine04 33
date057 item2390 179208 0 180,machine10 44 • machine23 122 • machine28 14
date251 item2528 6498 1 3,machine21 3
date315 item4921 103554 0 9,machine23 7 • machine33 2
date023 item3058 24360 0 21,machine08 7 • machine21 4 • machine32 5 • machine33 5
date042 item4401 179208 0 62,machine19 33 • machine20 19 • machine32 9
date154 item225 12592 0 82,machine04 6 • machine07 10 • machine10 11 • machine15 11 • machine22 12 • machine24 2 • machine25 4 • machine26 2 • machine29 9 • machine31 5 • machine34 1 • machine35 8
date312 item253 27256 1 10,machine10 5 • machine21 4 • machine31 1
date209 item1515 179208 1 14,machine05 14
date005 item2465 179208 0 40,machine03 16 • machine16 24
date038 item6077 179208 1 30,machine04 16 • machine05 14
date136 item6217 6498 0 6,machine14 3 • machine24 3
date033 item2039 103554 0 36,machine04 35 • machine21 1
date036 item605 52115 0 5,machine28 5
date058 item4215 6516 1 13,machine08 1 • machine09 1 • machine21 3 • machine30 6 • machine33 2
date343 item841 43171 1 37,machine04 6 • machine09 17 • machine21 4 • machine33 10
date206 item3744 6498 0 8,machine22 5 • machine29 3
date260 item5792 179208 0 152,machine06 71 • machine17 55 • machine19 26
date139 item6457 15015 1 42,machine10 6 • machine23 12 • machine28 21 • machine29 4
date143 item3241 179208 0 12,machine10 12
date305 item1777 179208 0 27,machine32 27
date282 item791 6498 0 3,machine21 3
date149 item5098 77242 0 7,machine04 7
date059 item2557 6498 0 1,machine21 1
date243 item4388 104092 0 202,machine01 54 • machine05 7 • machine19 35 • machine20 63 • machine32 29 • machine33 14
date005 item3983 145749 0 182,machine01 29 • machine03 31 • machine05 9 • machine06 30 • machine19 12 • machine20 23 • machine32 24 • machine33 23
date195 item4706 103554 0 18,machine10 18
date155 item3024 179208 1 5,machine32 5
date241 item2461 52115 0 5,machine08 5
date039 item4311 41077 0 42,machine05 16 • machine09 8 • machine22 2 • machine29 1 • machine30 14
date306 item533 41077 0 47,machine01 11 • machine03 3 • machine05 14 • machine28 1 • machine32 11 • machine33 7
date205 item680 6498 0 2,machine08 2
date338 item3726 27256 0 14,machine01 4 • machine23 7 • machine29 2
date060 item3040 179208 0 78,machine06 45 • machine19 33
date105 item3894 6516 0 22,machine08 2 • machine09 4 • machine10 4 • machine21 5 • machine34 3 • machine35 4
date072 item3385 39310 0 68,machine09 3 • machine10 24 • machine20 13 • machine21 8 • machine23 20
date319 item1243 6332 0 3,machine08 1 • machine09 1 • machine10 1
date322 item4610 27256 0 2,machine35 1
date296 item5518 179208 0 10,machine20 10
date144 item6242 14191 0 50,machine07 4 • machine09 2 • machine10 2 • machine14 6 • machine21 4 • machine22 3 • machine23 5 • machine28 6 • machine30 5 • machine31 4 • machine34 4 • machine35 4
date290 item1679 179208 1 9,machine32 9
date101 item4181 73747 1 5,machine04 2 • machine10 3
date107 item124 6498 1 1,machine21 1
date247 item4406 179208 0 198,machine06 131 • machine16 63 • machine19 5
