order,gt
"• date125 item1756 179208 0 72
• date125 item1756 179208 0 72
• date125 item1756 179208 0 72","• item1756 machine05 date125 6
• item1756 machine20 date125 46
• item1756 machine32 date125 20"
"• date103 item5860 8416 0 30
• date103 item5860 8416 0 30
• date103 item5860 8416 0 30
• date103 item5860 8416 0 30","• item5860 machine03 date103 12
• item5860 machine21 date103 5
• item5860 machine23 date103 10
• item5860 machine31 date103 3"
• date311 item2734 86821 1 7,• item2734 machine08 date311 7
"• date058 item5536 6498 0 5
• date058 item5536 6498 0 5","• item5536 machine08 date058 2
• item5536 machine23 date058 3"
"• date362 item1238 80627 0 150
• date362 item1238 80627 0 150
• date362 item1238 80627 0 150
• date362 item1238 80627 0 150
• date362 item1238 80627 0 150
• date362 item1238 80627 0 150
• date362 item1238 80627 0 150
• date362 item1238 80627 0 150","• item1238 machine10 date362 8
• item1238 machine21 date362 31
• item1238 machine22 date362 21
• item1238 machine23 date362 8
• item1238 machine28 date362 25
• item1238 machine31 date362 8
• item1238 machine34 date362 20
• item1238 machine35 date362 30"
• date119 item4557 77242 1 14,• item4557 machine10 date119 14
• date211 item4937 179208 1 21,• item4937 machine05 date211 21
"• date149 item5012 6498 0 2
• date149 item5012 6498 0 2","• item5012 machine14 date149 1
• item5012 machine21 date149 1"
"• date179 item529 179208 0 20
• date179 item529 179208 0 20","• item529 machine05 date179 10
• item529 machine32 date179 10"
• date153 item5430 103554 0 19,• item5430 machine14 date153 19
• date085 item2777 179208 0 6,• item2777 machine04 date085 6
"• date001 item2844 15218 1 5
• date001 item2844 15218 1 5
• date001 item2844 15218 1 5
• date001 item2844 15218 1 5
• date001 item2844 15218 1 5
• date001 item2844 15218 1 5","• item2844 machine08 date001 1
• item2844 machine09 date001 2
• item2844 machine28 date001 1
• item2844 machine32 date001 1"
• date160 item4559 52115 1 12,• item4559 machine22 date160 12
"• date025 item1270 10169 0 3
• date025 item1270 10169 0 3
• date025 item1270 10169 0 3
• date025 item1270 10169 0 3
• date025 item1270 10169 0 3
• date025 item1270 10169 0 3
• date025 item1270 10169 0 3
• date025 item1270 10169 0 3
• date025 item1270 10169 0 3
• date025 item1270 10169 0 3
• date025 item1270 10169 0 3","• item1270 machine09 date025 1
• item1270 machine33 date025 1"
"• date058 item4513 6498 0 1
• date058 item4513 6498 0 1",• item4513 machine35 date058 1
"• date270 item2957 104092 0 196
• date270 item2957 104092 0 196
• date270 item2957 104092 0 196
• date270 item2957 104092 0 196
• date270 item2957 104092 0 196
• date270 item2957 104092 0 196","• item2957 machine01 date270 46
• item2957 machine03 date270 12
• item2957 machine06 date270 41
• item2957 machine16 date270 42
• item2957 machine19 date270 23
• item2957 machine32 date270 32"
• date198 item1843 86821 0 3,• item1843 machine29 date198 3
"• date050 item6399 21121 0 54
• date050 item6399 21121 0 54
• date050 item6399 21121 0 54
• date050 item6399 21121 0 54
• date050 item6399 21121 0 54
• date050 item6399 21121 0 54
• date050 item6399 21121 0 54
• date050 item6399 21121 0 54","• item6399 machine08 date050 10
• item6399 machine09 date050 2
• item6399 machine21 date050 2
• item6399 machine22 date050 12
• item6399 machine23 date050 13
• item6399 machine30 date050 1
• item6399 machine31 date050 3
• item6399 machine33 date050 11"
"• date208 item4389 106952 0 10
• date208 item4389 106952 0 10
• date208 item4389 106952 0 10
• date208 item4389 106952 0 10","• item4389 machine04 date208 2
• item4389 machine10 date208 2
• item4389 machine14 date208 3
• item4389 machine28 date208 3"
• date029 item3337 12881 0 2,• item3337 machine08 date029 2
"• date269 item713 8844 0 4
• date269 item713 8844 0 4
• date269 item713 8844 0 4
• date269 item713 8844 0 4","• item713 machine08 date269 1
• item713 machine09 date269 1
• item713 machine22 date269 2
• item713 machine23 date269 1"
• date157 item2564 6498 0 1,• item2564 machine28 date157 1
"• date165 item1145 40745 0 228
• date165 item1145 40745 0 228
• date165 item1145 40745 0 228
• date165 item1145 40745 0 228
• date165 item1145 40745 0 228
• date165 item1145 40745 0 228
• date165 item1145 40745 0 228
• date165 item1145 40745 0 228
• date165 item1145 40745 0 228
• date165 item1145 40745 0 228
• date165 item1145 40745 0 228
• date165 item1145 40745 0 228
• date165 item1145 40745 0 228
• date165 item1145 40745 0 228","• item1145 machine04 date165 25
• item1145 machine05 date165 10
• item1145 machine06 date165 22
• item1145 machine08 date165 13
• item1145 machine09 date165 17
• item1145 machine10 date165 26
• item1145 machine14 date165 13
• item1145 machine18 date165 6
• item1145 machine20 date165 3
• item1145 machine21 date165 7
• item1145 machine23 date165 19
• item1145 machine28 date165 27
• item1145 machine32 date165 11
• item1145 machine33 date165 27"
• date120 item1867 52115 0 2,• item1867 machine23 date120 2
"• date174 item5540 104092 0 11
• date174 item5540 104092 0 11
• date174 item5540 104092 0 11
• date174 item5540 104092 0 11
• date174 item5540 104092 0 11","• item5540 machine08 date174 1
• item5540 machine09 date174 6
• item5540 machine14 date174 2
• item5540 machine29 date174 1
• item5540 machine35 date174 2"
• date013 item114 6498 0 1,• item114 machine22 date013 1
• date042 item5789 6498 0 1,• item5789 machine29 date042 1
"• date035 item4216 104092 0 208
• date035 item4216 104092 0 208
• date035 item4216 104092 0 208
• date035 item4216 104092 0 208
• date035 item4216 104092 0 208","• item4216 machine01 date035 33
• item4216 machine03 date035 47
• item4216 machine06 date035 13
• item4216 machine16 date035 28
• item4216 machine19 date035 87"
"• date332 item4628 73747 0 5
• date332 item4628 73747 0 5
• date332 item4628 73747 0 5","• item4628 machine21 date332 3
• item4628 machine23 date332 1
• item4628 machine28 date332 2"
"• date234 item931 10169 0 74
• date234 item931 10169 0 74
• date234 item931 10169 0 74
• date234 item931 10169 0 74
• date234 item931 10169 0 74
• date234 item931 10169 0 74
• date234 item931 10169 0 74
• date234 item931 10169 0 74
• date234 item931 10169 0 74
• date234 item931 10169 0 74
• date234 item931 10169 0 74","• item931 machine07 date234 11
• item931 machine08 date234 3
• item931 machine09 date234 3
• item931 machine14 date234 4
• item931 machine21 date234 6
• item931 machine22 date234 9
• item931 machine23 date234 13
• item931 machine28 date234 13
• item931 machine31 date234 9
• item931 machine34 date234 2"
"• date363 item6300 46140 0 58
• date363 item6300 46140 0 58
• date363 item6300 46140 0 58
• date363 item6300 46140 0 58
• date363 item6300 46140 0 58
• date363 item6300 46140 0 58
• date363 item6300 46140 0 58","• item6300 machine04 date363 2
• item6300 machine08 date363 2
• item6300 machine10 date363 3
• item6300 machine14 date363 11
• item6300 machine21 date363 3
• item6300 machine23 date363 16
• item6300 machine35 date363 21"
• date273 item3497 6498 0 2,• item3497 machine08 date273 2
"• date304 item3231 6498 0 4
• date304 item3231 6498 0 4",• item3231 machine21 date304 4
• date258 item4729 179208 0 7,• item4729 machine04 date258 7
"• date328 item2832 179208 0 10
• date328 item2832 179208 0 10","• item2832 machine04 date328 2
• item2832 machine10 date328 8"
"• date332 item4275 17118 0 82
• date332 item4275 17118 0 82
• date332 item4275 17118 0 82
• date332 item4275 17118 0 82
• date332 item4275 17118 0 82
• date332 item4275 17118 0 82
• date332 item4275 17118 0 82","• item4275 machine04 date332 5
• item4275 machine14 date332 19
• item4275 machine20 date332 6
• item4275 machine22 date332 13
• item4275 machine23 date332 19
• item4275 machine30 date332 11
• item4275 machine35 date332 10"
• date252 item359 6498 0 6,• item359 machine14 date252 6
• date233 item5481 6498 0 2,• item5481 machine21 date233 2
"• date204 item5026 14901 0 60
• date204 item5026 14901 0 60
• date204 item5026 14901 0 60
• date204 item5026 14901 0 60
• date204 item5026 14901 0 60
• date204 item5026 14901 0 60","• item5026 machine08 date204 11
• item5026 machine09 date204 19
• item5026 machine10 date204 3
• item5026 machine21 date204 17
• item5026 machine23 date204 9
• item5026 machine28 date204 1"
"• date306 item1983 179208 0 37
• date306 item1983 179208 0 37
• date306 item1983 179208 0 37","• item1983 machine08 date306 9
• item1983 machine23 date306 26
• item1983 machine29 date306 2"
• date146 item3071 179208 0 20,• item3071 machine20 date146 20
"• date086 item1141 104092 0 75
• date086 item1141 104092 0 75
• date086 item1141 104092 0 75
• date086 item1141 104092 0 75
• date086 item1141 104092 0 75
• date086 item1141 104092 0 75","• item1141 machine04 date086 17
• item1141 machine09 date086 17
• item1141 machine14 date086 18
• item1141 machine20 date086 5
• item1141 machine28 date086 18"
"• date248 item6130 6498 0 1
• date248 item6130 6498 0 1",• item6130 machine09 date248 1
• date247 item3609 6498 0 1,• item3609 machine21 date247 1
• date320 item3223 179208 0 51,• item3223 machine19 date320 51
"• date275 item3966 26335 0 5
• date275 item3966 26335 0 5
• date275 item3966 26335 0 5
• date275 item3966 26335 0 5
• date275 item3966 26335 0 5
• date275 item3966 26335 0 5
• date275 item3966 26335 0 5
• date275 item3966 26335 0 5
• date275 item3966 26335 0 5
• date275 item3966 26335 0 5
• date275 item3966 26335 0 5
• date275 item3966 26335 0 5","• item3966 machine08 date275 1
• item3966 machine09 date275 1
• item3966 machine28 date275 1
• item3966 machine33 date275 1"
• date095 item2573 179208 0 48,• item2573 machine05 date095 48
• date240 item2249 179208 0 12,• item2249 machine06 date240 12
"• date175 item2891 179208 0 45
• date175 item2891 179208 0 45
• date175 item2891 179208 0 45","• item2891 machine08 date175 10
• item2891 machine21 date175 18
• item2891 machine32 date175 17"
"• date264 item2170 106952 0 196
• date264 item2170 106952 0 196
• date264 item2170 106952 0 196
• date264 item2170 106952 0 196","• item2170 machine06 date264 21
• item2170 machine16 date264 59
• item2170 machine17 date264 74
• item2170 machine19 date264 42"
• date138 item4900 179208 0 79,• item4900 machine06 date138 79
"• date104 item6235 6332 0 2
• date104 item6235 6332 0 2
• date104 item6235 6332 0 2
• date104 item6235 6332 0 2",• item6235 machine33 date104 1
"• date104 item5972 81204 0 34
• date104 item5972 81204 0 34","• item5972 machine05 date104 22
• item5972 machine32 date104 12"
• date096 item2561 179208 0 40,• item2561 machine02 date096 40
"• date099 item675 6332 0 8
• date099 item675 6332 0 8
• date099 item675 6332 0 8
• date099 item675 6332 0 8","• item675 machine08 date099 2
• item675 machine23 date099 3
• item675 machine28 date099 1
• item675 machine30 date099 2"
"• date074 item824 43937 0 8
• date074 item824 43937 0 8
• date074 item824 43937 0 8
• date074 item824 43937 0 8","• item824 machine05 date074 1
• item824 machine20 date074 2
• item824 machine28 date074 2
• item824 machine31 date074 3"
"• date082 item357 52115 0 11
• date082 item357 52115 0 11","• item357 machine04 date082 6
• item357 machine23 date082 5"
• date033 item4646 6498 0 3,• item4646 machine23 date033 3
• date311 item6465 179208 0 5,• item6465 machine32 date311 5
"• date313 item3210 52115 0 6
• date313 item3210 52115 0 6",• item3210 machine01 date313 6
• date028 item4818 179208 1 9,• item4818 machine32 date028 9
"• date044 item2196 15015 0 44
• date044 item2196 15015 0 44
• date044 item2196 15015 0 44
• date044 item2196 15015 0 44","• item2196 machine04 date044 14
• item2196 machine10 date044 13
• item2196 machine21 date044 2
• item2196 machine28 date044 15"
"• date316 item5331 179208 0 37
• date316 item5331 179208 0 37","• item5331 machine05 date316 15
• item5331 machine20 date316 22"
• date282 item6585 6498 0 1,• item6585 machine34 date282 1
• date033 item5574 52115 0 5,• item5574 machine23 date033 5
"• date065 item3946 104092 0 202
• date065 item3946 104092 0 202
• date065 item3946 104092 0 202
• date065 item3946 104092 0 202
• date065 item3946 104092 0 202","• item3946 machine05 date065 41
• item3946 machine06 date065 54
• item3946 machine16 date065 13
• item3946 machine29 date065 42
• item3946 machine33 date065 53"
• date114 item4357 6498 0 1,• item4357 machine10 date114 1
"• date262 item4411 106952 1 125
• date262 item4411 106952 1 125
• date262 item4411 106952 1 125
• date262 item4411 106952 1 125","• item4411 machine01 date262 28
• item4411 machine06 date262 5
• item4411 machine16 date262 50
• item4411 machine19 date262 42"
"• date345 item5742 6498 1 6
• date345 item5742 6498 1 6","• item5742 machine14 date345 4
• item5742 machine21 date345 2"
